Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30310-8450,1,First Transit,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
19901-8437,1,Valeo,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30690-8414,1,Robotic Research,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
669-8413,1,Hyundai Motor America,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
62-8412,1,Honda (American Honda Motor Co.),No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30792-8410,1,WeRide Corp,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
28349-8409,1,"Lucid USA, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
842-8328,1,Mazda North American Operations,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10003-8400,1,"Navistar, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30351-8399,1,comma.ai,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
540-8396,1,"General Motors, LLC",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30533-8395,1,STEER Tech,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30530-8391,1,"Aurora Operations, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
28509-8382,1,"Polestar Automotive USA, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1422-8381,1,"Volvo Car USA, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
753-8380,1,"Kia America, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
855-8379,1,"Mercedes-Benz USA, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30412-8376,1,Cruise LLC,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
11196-8362,1,"Denso International America, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
273-8372,1,"Chrysler (FCA US, LLC)",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31092-8371,1,"Einride AB, Nordic Innovation House",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
540-8370,1,"General Motors, LLC",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
5341-8369,1,WABCO USA LLC,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10516-8368,1,"ZF North America, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1042-8367,1,"Porsche Cars North America, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1306-8365,1,Toyota Motor Engineering & Manufacturing,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33500-8363,1,Latitude AI,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
883-8360,1,"Mitsubishi Motors North America, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10767-8359,1,"Bentley Motors, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30451-8358,1,Gatik AI Inc.,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30490-8355,1,"Beep, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33504-8354,1,Waabi,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
14961-8352,1,"Jaguar Land Rover North America, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31096-8349,1,"MV Transportation, Inc",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1421-8348,1,Volvo Trucks North America,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1712-8347,1,"Robert Bosch, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30370-8346,1,TuSimple,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
29990-8337,1,"Rivian Automotive, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30650-8336,1,"Qualcomm Technologies, Inc",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30571-8335,1,NVIDIA CORP,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30711-8334,1,Pony.ai,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
690-8331,1,Isuzu Motors Limited,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30810-8330,1,Verizon,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33257-8329,1,"VinFast Auto, LLC",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
12381-8327,1,"Daimler Trucks North America, LLC",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30291-8326,1,Nuro,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
837-8325,1,"Maserati North America, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
29229-8323,1,"Lyft, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30793-8324,1,"Woven Planet North America, Inc.",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30630-8322,1,Ambarella,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30791-8320,1,AutoX Technologies Inc,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33475-8319,1,Oxbotica,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30433-8318,1,DiDi Labs,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31101-8303,1,Avride Inc.,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
29771-8301,1,BorgWarner,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30410-8300,1,Motional,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
11199-8294,1,"Continental Automotive Systems, Inc.",No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30634-8292,1,PlusAI Inc,No New or Updated Incident Reports,8,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30432-8291,1,Apex.AI Inc.,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10561-8289,1,APTIV,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33175-8288,1,Mobileye Vision Technologies,No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33458-8281,1,"Refraction AI, Inc",No New or Updated Incident Reports,7,2024,AUG-2024,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
